,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,위도,경도
2489,서구,풍암동,어린이생태학습도서관,광주광역시 서구 풍암공원로 8 어린이생태학습도서관 (풍암동),062-350-4583,1층 로비,35.1297987237668,126.88185834087
2490,서구,금호동,화개초등학교,광주광역시 서구 화개중앙로 48 화개초등학교 (금호동),062-670-5107,2층 강당,35.1251937245226,126.856988796959
2491,서구,금호동,화개초등학교,광주광역시 서구 화개중앙로 48 화개초등학교 (금호동),062-670-5107,본관,35.1251937245226,126.856988796959
2492,서구,화정동,광덕고등학교,광주광역시 서구 화정로 202 광덕고등학교 (화정동),062-380-6720,체육관,35.1446868977126,126.878496666282
2493,서구,화정동,광덕고등학교,광주광역시 서구 화정로 202 광덕고등학교 (화정동),062-380-6720,보건실,35.1446868977126,126.878496666282
2494,서구,화정동,광덕고등학교,광주광역시 서구 화정로 202 광덕고등학교 (화정동),062-380-6720,본관,35.1446868977126,126.878496666282
2495,서구,화정동,광덕중학교,광주광역시 서구 화정로 202 광덕중학교 (화정동),062-380-6618,체육관,35.1446868977126,126.878496666282
2496,서구,쌍촌동,서광초등학교,광주광역시 서구 상무오월로38번길 36 서광초등학교 (쌍촌동),062-370-1102,체육관,35.1548189619075,126.864520934493
2497,서구,금호동,마재초등학교,광주광역시 서구 마재로 27 마재초등학교 (금호동),062-670-5281,강당,35.1309353964345,126.862985170647
2498,서구,치평동,계수초등학교,광주광역시 서구 상무시민로 51 계수초등학교 (치평동),062-380-2100,본관,35.1562387431652,126.844519439116
2499,서구,쌍촌동,서광초등학교,광주광역시 서구 상무오월로38번길 36 서광초등학교 (쌍촌동),062-370-1102,본관 교무실 앞,35.1548189619075,126.864520934493
2500,서구,양동,광주양동초,광주광역시 서구 경열로121번길 5 광주양동초 (양동),062-606-5783,강당,35.154428715435,126.898910782195
2501,서구,금호동,마재초등학교,광주광역시 서구 마재로 27 마재초등학교 (금호동),062-670-5281,현관,35.1309353964345,126.862985170647
2502,북구,각화동,각화골드클래스아파트,"광주광역시 북구 각화대로69번길 16 (각화동', ' 각화동 골드클래스)",062-269-9511,후문경비실,35.1805018291782,126.938854014811
2503,북구,풍향동,교대금호어울림,"광주광역시 북구 군왕로 17 (풍향동', ' 교대금호어울림)",062-512-2616,관리사무소내,35.1632834426047,126.928294659205
2504,남구,행암동,브라운스톤효천아파트,"광주광역시 남구 효우2로 89 (행암동', ' 브라운스톤 효천)",062-681-2800,관리사무소,35.0980699755665,126.883870367928
2505,서구,금호동,금부마을호반리젠시빌3차,광주광역시 서구 금화로149번길 11,062-375-7725,정문 경비실,35.1339730276807,126.862859716748
2506,서구,화정동,화정삼익맨션아파트,광주광역시 서구 죽봉대로 31,062-369-0057,관리사무소,35.1564164483371,126.881836225646
2507,서구,동천동,동천마을3단지휴먼시아,광주광역시 서구 동천로18번길 19,062-513-3389,관리사무소,35.1716421149179,126.860803130279
2508,남구,백운동,힐스테이트백운아파트,광주광역시 남구 회재로1293번길 7,062-671-9981,정문 경비실,35.1366569159761,126.900631750911
2509,광산구,장록동,한국그런포스펌프,광주광역시 광산구 평동산단1번로 140 한국그런포스펌프,062-602-8445,1층 출입구,35.1362124197961,126.771287127907
2510,서구,동천동,동천우미린아파트,광주광역시 서구 하남대로710번길 20,062-528-1317,관리사무소 1층,35.1695416123162,126.867162942469
2511,서구,치평동,금호쌍용아파트,광주광역시 서구 치평로 35,062-382-4433,관리사무소,35.1512632134999,126.844851116958
2512,남구,월산동,월산건강생활지원센터,광주광역시 남구 중앙로 12 1층 건강관리실 앞,062-607-6152,월산건강생활지원센터 1층 건강관리실 앞,35.1445848925518,126.89992155789
2513,서구,쌍촌동,쌍촌현대아파트,광주광역시 서구 내방로240번길 10,062-375-3172,3초소 경비실,35.1566874554903,126.866938872623
2514,남구,덕남동,광주시립제2요양병원,광주광역시 남구 덕남길 100 (덕남동),062-612-9800,병원 1층 로비,35.0938826429465,126.897649469532
2515,서구,풍암동,풍암신암마을부영2차,광주광역시 서구 풍암1로 42,062-682-0828,관리사무소,35.1230171101641,126.878733568663
2516,서구,풍암동,신안마을새한센시빌,광주광역시 서구 풍암순환로 54,062-682-5051,정문 상황실 입구,35.1207029821787,126.877068722259
2517,서구,유촌동,유촌버들주공2단지,광주광역시 서구 상무버들로 15,062-373-6959,관리사무소,35.1641226822641,126.860692131007
2518,서구,치평동,광주광역시청,광주광역시 서구 내방로 111 (치평동),062-613-5538,시청 18층 건강관리실,35.1600994105234,126.851461925213
2519,서구,금호동,금호종원팰리스빌,광주광역시 서구 화개1로 59-2,062-682-8225,정문 경비실,35.1313263981294,126.853647454996
2520,서구,치평동,상무1차우미,광주광역시 서구 상무공원로 33,062-372-9674,관리사무소,35.1470795381941,126.842813397807
2521,서구,풍암동,풍암동주은모아,광주광역시 서구 풍암2로 36,062-681-2326,2 경비실,35.1235447407777,126.880611979919
2522,서구,동천동,동천호반베르디움,광주광역시 서구 하남대로680번길 10,062-513-3154,정문 경비실,35.1707287603721,126.86517798761
2523,서구,풍암동,삼능남양아파트,광주광역시 서구 풍암순환로 86,062-681-7886,관리사무소,35.1207694135902,126.879856325162
2524,서구,풍암동,풍암호반아파트,광주광역시 서구 풍암순환로 14 호반아파트 관리사무소,062-681-1530,중앙경비실,35.1241573990004,126.875067923609
2525,서구,금호동,금호동대주파크빌1단지,광주광역시 서구 화개1로24번길 9,062-681-4830,관리사무소,35.1281573399903,126.857160256448
2526,서구,광천동,광천동e편한세상,광주광역시 서구 화운로 278,062-367-1300,통합경비실,35.162165052796,126.877576244102
2527,서구,금호동,금호호반5차,광주광역시 서구 화개1로78번길 8,062-681-1472,508동 앞 정문 경비실,35.1306733406922,126.855584484495
2528,서구,금호동,금호마재마을부영1차,광주광역시 서구 화개1로24번길 10,062-682-0818,중문 경비실,35.1259064601722,126.856859188718
2529,광산구,도산동,금강2차아파트,광주광역시 광산구 송도로182번길 15-12,062-945-5082,현관 입구,35.1304558655572,126.795648960883
2530,광산구,도산동,카이스트빌1차,광주광역시 광산구 송도로182번길 15-11,062-945-5082,관리동 앞,35.1309863701512,126.795146443208
2531,광산구,흑석동,장자울마을휴먼시아5단지,광주광역시 광산구 풍영로145번길 42,062-951-0937,관리동,35.1852371526887,126.811193587013
2532,광산구,신촌동,신촌대주파크빌,광주광역시 광산구 사암로 24,062-945-8261,관리동,35.1455504962782,126.807817028692
2533,광산구,운남동,운남주공1단지,광주광역시 광산구 목련로273번길 76,062-952-0571,관리사무소,35.1782230725287,126.827632695311
2534,광산구,도산동,삼라미주아파트,광주광역시 광산구 남동길 15,062-942-4312,관리사무소,35.1283987135317,126.788054386676
2535,광산구,신가동,광주신가주공,광주광역시 광산구 수등로 204,062-961-2122,관리사무소,35.1848340204602,126.830735470528
2536,광산구,신가동,아름마을휴먼시아1단지,광주광역시 광산구 수등로123번길 70,062-962-6776,관리사무소,35.1865813954091,126.824472885851
2537,광산구,산정동,하남2지구중흥S클래스,광주광역시 광산구 목련로21번길 20,062-956-3788,클래시안센터 로비,35.1756325292956,126.800365549558
2538,광산구,장덕동,고실마을휴먼시아8단지,광주광역시 광산구 풍영로330번길 15,062-959-3538,관리동 1층,35.2020414404678,126.815701098364
2539,광산구,흑석동,장자울마을휴먼시아4단지,광주광역시 광산구 풍영로145번길 43,062-951-0180,관리사무소 입구,35.1840279811007,126.810786210466
2540,서구,금호동,마재중흥아파트,광주광역시 서구 마재로 21,062-681-4377,2초소 경비실,35.1322304010863,126.861414116363
2541,서구,쌍촌동,쌍촌우미아트빌,광주광역시 서구 상무민주로 120,062-384-0214,관리사무소,35.1614817608753,126.860273292858
2542,서구,치평동,상무중흥2단지,광주광역시 서구 치평로 77,062-372-4793,관리사무소,35.153691660294,126.844853969941
2543,서구,치평동,치평동해광한신,광주광역시 서구 상무공원로 114,062-381-5123,1초소 경비실,35.1549631538893,126.843689848249
2544,서구,금호동,금호동호반2차,광주광역시 서구 화개1로 33,062-682-2100,정문 경비실,35.12588344808,126.854639877316
2545,서구,동천동,동천마을2단지휴먼시아,광주광역시 서구 동천로 11 관리사무소,062-514-2910,관리사무소,35.1700641119586,126.857549142301
2546,서구,치평동,치평동라인동산,광주광역시 서구 상무평화로 64,062-376-1174,105동 경비초소,35.1477337860085,126.84473238229
2547,서구,풍암동,풍암중흥2차아파트,광주광역시 서구 풍암순환로 10 풍암 중흥2차아파트,062-681-2325,풍암 중흥2차아파트 관리사무소,35.1249896012624,126.873996649089
2548,광산구,신가동,수완중흥1차아파트,광주광역시 광산구 수등로76번길 74 수완1단지 중흥에스클래스,9591221,관리사무소,35.1800441839555,126.816296831001
2549,남구,행암동,효천LH천년나무6단지아파트,광주광역시 남구 효우2로 90,062-655-1804,관리사무소내,35.0983888554692,126.88300140273
2550,광산구,선암동,선운다사로움,광주광역시 광산구 선운로 34,062-943-1995,경비실,35.1491592265723,126.773465181777
2551,광산구,선암동,선운이지더원3단지,광주광역시 광산구 선운로 55 이지더원3단지,062-946-6481,정문입구 경비실,35.1500857955509,126.774271315118
2552,광산구,하남동,홈플러스하남점,광주광역시 광산구 용아로 390 홈플러스하남점,062-616-8000,고객만족센터,35.1779680851717,126.805383538059
2553,서구,동천동,동천마을1단지아파트,광주광역시 서구 동천로 25 관리사무소,062-531-2300,동천마을1단지아파트 관리사무소,35.1715590688379,126.857980795772
2554,광산구,고룡동,광주소년원,광주광역시 광산구 고룡동 795-10,062-952-3642,생활관,35.2114764938855,126.767698652085
2556,서구,치평동,상무2차라인대주아파트,광주광역시 서구 치평로 15 관리사무소,062-381-7882,상무2차 라인대주아파트 관리사무소,35.1487666078161,126.846535128926
2557,서구,치평동,금호대우아파트,광주광역시 서구 치평로 107 관리사무소,062-446-8742,금호대우아파트 관리사무소,35.1567895920827,126.844682142303
2558,서구,유촌동,상무버들마을주공1단지아파트,광주광역시 서구 상무버들로40번길 14 관리사무소,062-373-0153,상무버들마들주공1단지아파트 관리사무소,35.1650638679745,126.86123111371
2559,서구,풍암동,풍암금호타운1차아파트,광주광역시 서구 풍암중앙로 68 관리사무소,062-655-1166,풍암금호타운1차아파트 관리사무소,35.1257259724705,126.882198841617
2560,서구,쌍촌동,광명하이츠타운,광주광역시 서구 내방로251번길 10 관리사무소,062-374-5490,관리사무소,35.1594597958169,126.866147953066
2561,광산구,월계동,첨단금호타운,광주광역시 광산구 첨단중앙로181번길 42-5,062-971-9201,정문경비실,35.2212703729256,126.835917323389
2562,광산구,운남동,운남우방아이유쉘아파트,광주광역시 광산구 임방울대로 154-24,062-942-2888,정문경비실,35.1748201657368,126.818848933315
2563,광산구,산월동,첨단리젠시빌3-2,광주광역시 광산구 첨단중앙로68번길 100,062-453-0335,정문초소,35.2110940178489,126.848919438494
2564,광산구,월곡동,한성1차아파트,광주광역시 광산구 월곡산정로 108,062-951-7958,정문 경비실,35.1655359861519,126.81530942013
2565,광산구,월곡동,한성2차아파트,광주광역시 광산구 월곡산정로 96-21,062-952-6448,관리사무소,35.1643952859799,126.813113555765
2566,광산구,도천동,중흥파크멘션2단지,광주광역시 광산구 비아로62번길 12,062-953-2399,관리사무소,35.2198745774554,126.819414825271
2567,광산구,월계동,첨단두산1차,광주광역시 광산구 월계로 117-21,062-973-1777,관리사무소,35.2153685185787,126.838129347507
2568,광산구,월계동,첨단선경아파트,광주광역시 광산구 첨단중앙로181번길 42-25,062-971-5873,관리사무소,35.2214102164062,126.83403219168
2569,광산구,소촌동,소촌모아1차아파트,광주광역시 광산구 소촌로86번길 17,062-945-9799,관리사무소,35.1523997729631,126.794592670218
2570,광산구,산정동,부영애시앙1차,광주광역시 광산구 목련로 42,062-953-1311,관리사무소,35.1723960619306,126.802197351514
